,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,PDB,clogP,plogP_4.5,plogP_5.0,plogP_5.5,plogP_6.0,plogP_6.5,plogP_7.0,psasa_4.5,psasa_5.0,psasa_5.5,psasa_6.0,psasa_6.5,psasa_7.0,ppsa_4.5,ppsa_5.0,ppsa_5.5,ppsa_6.0,ppsa_6.5,ppsa_7.0,csasa_bound,csasa_unbound,volume,mw,dist,pass_mw
10,10,10,10,3rr4,-1.8269699999999989,-0.0959999999999855,-3.443100000000003,-5.266000000000002,-3.9164000000000048,-2.426000000000017,-6.850600000000053,302.65988014074406,333.0701954345985,349.2104418516814,394.4372118166197,448.3392762661457,476.3984613171655,79.71864243433663,98.36934810727377,98.36934810727377,112.29831542008912,125.20008246614556,142.84048964080006,39.85369148313308,279.4613169778761,205.0,243.25000000000009,12.429470176157952,140.105
11,11,11,11,1m48,1.6225500000000008,3.2087000000000083,3.5873000000000115,-0.940499999999976,-1.4206999999999663,-3.174699999999996,-2.879080000000015,598.2201881409759,713.9721694624918,799.4798875114512,844.0113350575557,968.31365087427,1057.4471438365906,162.36567647841983,164.55285328384906,182.76765669291527,182.76765669291527,237.41206692011409,252.45675201429592,308.178627990711,818.7354000356872,425.0,446.5509999999997,18.787077540160418,234.19699999999995
12,12,12,12,1ie9,5.704700000000007,24.777390000000054,29.46329000000009,22.157260000000043,18.39024000000002,11.24922,11.258239999999963,324.3511322811608,331.9965121629368,339.1505469536915,375.8320843699004,421.9587070017917,447.2297788382329,24.37301616048604,24.37301616048604,24.37301616048604,41.51636054548956,52.23095078611676,75.8030493154966,1.6989733070613595,726.1143999358753,443.0,416.64599999999933,16.764196655372427,200.15199999999996
13,13,13,13,1ec3,0.0609800000000069,6.013000000000028,4.442700000000037,2.2069,1.5074999999999663,-5.129279999999888,-12.255099999999816,964.1354583087016,1085.0847145871278,1172.4745230957406,1259.1868031663105,1355.2314983736337,1491.3292128347746,250.75642153920825,276.4714381167135,319.3297990792224,341.8304385845395,366.51825489528585,401.8764026893557,157.73119899584415,1111.696228610633,747.0,768.9120000000017,21.725257653017607,284.237
14,14,14,14,5mes,3.982160000000003,10.692120000000006,9.49142000000001,5.799820000000024,2.992400000000014,2.36779999999999,0.2776999999999639,596.6852311031735,659.4404795797041,733.9643351985119,773.3957212307788,875.9550491592569,1012.0498984878978,145.53116321763488,157.31721248232478,162.6745076026384,164.8616844080676,200.21983220213733,233.43506194808168,332.42748840952714,958.2373191635178,704.0,783.8210000000018,16.764656984859545,244.21199999999996
15,15,15,15,2uyq,-3.0848499999999985,4.630800000000009,-0.3457299999999901,-1.6180000000000012,1.0432000000000043,-2.2248000000000303,-5.20500000000002,291.9196796368048,382.9030303181535,441.3339393388708,517.3851619076303,569.3659036884446,645.829692770844,59.15154010996849,104.52901855768482,110.95777270206116,112.02923172612388,153.81613366456995,162.45419399302742,58.5546123730452,417.68037302879816,193.0,237.2190000000001,10.337257966695036,116.079
16,16,16,16,1ony,0.1086800000000042,-3.377200000000001,-4.634600000000016,-7.102630000000032,-11.515979999999988,-13.32962999999989,-20.73897999999985,609.2587268496704,712.9840631747137,767.6681956994246,881.4746263896842,986.4317686278292,1093.464623964055,156.7311546559829,187.8919838684093,202.1086331036992,217.3746119844,234.51795636940344,294.9622492899535,271.98436416144415,889.9694803586208,533.0,590.6550000000017,14.935633772960554,180.19099999999997
17,17,17,17,5h9r,-3.7179799999999936,-5.237479999999991,-8.169960000000012,-9.18648000000002,-11.837580000000033,-17.40639999999993,-15.11529999999993,462.9181134352826,505.06328259994416,548.3187408738667,617.1475675957294,717.6497806546369,836.1195537807732,118.05040820599407,128.89777471853262,144.9696600794734,162.11300446447694,197.4711522585468,252.13769186439737,327.62997483460083,734.7445685835872,403.0,503.50499999999977,17.281926129051705,206.20499999999996
18,18,18,18,4zb6,-5.310400000000003,-1.7530099999999853,-4.577480000000056,-4.354580000000052,-2.34509000000007,-6.847059999999979,-8.63925999999977,530.8209368729438,594.6402679139866,658.6684394682693,737.8949828293478,819.8806487879972,844.5097298824917,111.15693710992814,116.5363616088936,116.5363616088936,150.8230503789007,159.39472257140244,164.75201769171605,93.80833362730964,778.973618987228,507.0,614.6560000000014,13.833168545203229,260.30199999999996
19,19,19,19,3o7u,-0.0778,7.422990000000008,12.038039999999992,12.768239999999995,12.937820000000006,11.25172,8.996840000000011,43.428585161876576,44.27807181540725,45.12755846893793,45.97704512246862,48.52550508306066,50.668423131186096,9.66526059521637,9.66526059521637,9.66526059521637,9.66526059521637,9.66526059521637,11.808178643341812,0.8494866535306799,307.13785604368854,110.0,147.07400000000007,6.173485314633865,85.006
20,20,20,20,6qmj,1.4990200000000005,7.059440000000007,-4.338229999999998,-5.825830000000043,-13.820699999999947,-23.22509999999984,-25.01107999999995,537.1141375775031,595.9364010782634,652.843009343459,701.852307128802,795.2280937131945,915.5290634979964,83.86148579936673,110.80286705149796,117.23162119587428,142.9466377733796,204.04193152360648,289.9135590991873,189.37451400800887,754.5328072572771,447.0,508.5999999999997,12.115487532080582,194.194
21,21,21,21,4zx4,2.503580000000001,4.492020000000017,6.083440000000021,4.135460000000029,-2.2861600000000486,-0.2616800000000729,-6.91739999999986,350.8827116211872,417.973609287084,436.77752415055136,494.8498392194175,528.5035347688381,543.1857680353901,91.5882203645002,135.51804035107176,148.3755486398244,182.66223740983145,192.305368626396,195.58613383453977,59.15831338372962,634.797211052786,321.0,380.3659999999997,14.59954134553549,158.13899999999998
22,22,22,22,4yyt,-0.4054599999999992,2.512370000000001,4.698620000000003,5.113500000000005,4.749100000000012,8.628840000000018,7.32560000000003,224.80635099936129,243.98011928275045,276.8436917134226,325.4864033352033,342.476136405817,389.5560439125136,47.25484395201914,51.62919756287756,51.62919756287756,52.70065658694028,52.70065658694028,52.70065658694028,70.38128871393133,393.3168570444965,170.0,201.24700000000007,8.866967426352707,118.13999999999997
23,23,23,23,4pmm,0.6289000000000007,20.405799999999967,18.69021999999996,18.811919999999947,18.250219999999945,17.284219999999962,7.81600000000005,565.0959640510207,635.0256551041837,715.8118861204337,804.5017485009555,890.096991321244,982.7859252205972,103.93152533408389,132.86091898377734,140.36635976239194,160.02286517293177,163.2593716237718,207.3440972609066,112.22980356749964,863.8352496574206,441.0,492.54299999999984,21.188621395928525,236.19299999999996
24,24,24,24,5kqx,0.0660500000000068,1.68489999999999,3.938700000000029,2.4428,-0.1777000000000147,-6.371629999999931,-14.044999999999805,864.5661851705748,959.5365310885942,1063.6436337529017,1164.254948041483,1237.8158426801126,1397.2984293148502,206.2291083290357,233.01558393060373,281.23124001342615,332.70553192574044,354.35600619351374,370.4500209331064,106.77456615461772,972.9637609218904,646.0,671.863000000002,17.59765258606954,234.19699999999997
25,25,25,25,3t84,-3.422799999999997,1.5178400000000145,2.8822400000000146,6.646520000000016,5.141800000000027,3.229820000000005,5.6486000000000285,223.3218982050576,243.1204664353928,275.5055743049231,285.07486552775765,330.0561891418563,392.54792082660384,38.74955989547303,44.10685501578663,49.57479702935967,49.57479702935967,49.57479702935967,58.19072797916521,31.75918951559976,460.955924929333,234.0,301.27299999999974,8.512485729797142,126.11600000000001
26,26,26,26,4q19,1.47827,12.827389999999994,12.734469999999998,8.415470000000017,4.680170000000023,3.7450199999999647,0.9237199999999433,379.9644725145796,458.3381111693201,475.32784423993365,530.2751039989383,586.1126659832294,683.5959592984843,66.51897700649621,129.7350594261967,129.7350594261967,130.80651845025943,166.16466624432917,185.49518743476187,64.48955841775965,641.7013509975031,348.0,403.5329999999997,16.782828958789995,210.19699999999997
27,27,27,27,4z1e,0.745880000000001,6.310800000000008,9.794220000000005,10.313100000000002,9.71742,7.317660000000021,2.173020000000008,291.80948513288746,324.08997796705324,346.77573267789046,408.3827164731636,471.3333971454888,517.4276488066777,31.182958591078325,31.182958591078325,34.46372379922215,36.60664184734759,40.89247794359847,41.96393696766119,203.16721159788213,586.7269730107126,291.0,346.4079999999998,15.182721814286133,196.18999999999997
28,28,28,28,3spf,-1.4068599999999911,12.750819999999988,11.7254,4.064100000000013,2.2239000000000093,0.9193000000000092,-1.4016999999999982,483.3276083394056,526.0370452437636,552.1401616113228,630.6510752986545,729.5916529149451,844.2981373340874,109.31094983304938,116.83329238014028,122.1905875004539,122.1905875004539,170.42837296192826,216.5011109966252,401.948433125717,810.1099814760678,490.0,527.1090000000004,16.30713890447984,210.17499999999998
29,29,29,29,6faa,-3.4899499999999968,-4.302930000000012,-6.694030000000023,-11.37720000000002,-8.965430000000001,-9.060429999999991,-10.31182999999999,551.0055440085521,606.7104553846378,646.1136047821342,674.9961510021774,768.5085591678896,882.445981705433,126.78623489783118,131.07207099408205,136.49575425035133,136.49575425035133,168.6616543508848,187.94791678401376,79.4019824612254,617.6646234810281,313.0,427.20299999999986,13.835650678229774,210.02499999999998
30,30,30,30,4euo,-0.9069000000000004,7.783420000000014,5.907720000000007,6.043220000000009,-0.323979999999981,0.0740200000000212,0.6483400000000175,49.71100392044869,65.26213888313043,66.9611121901918,70.08968608382511,73.35442916943562,93.8308776961918,9.643131216564484,15.000426336878087,15.000426336878087,16.071885360940808,16.071885360940808,17.143344385003527,0.0,286.8541128103036,103.0,104.12899999999993,6.890962998739726,62.05099999999999
31,31,31,31,3lvw,-2.9228999999999976,3.088200000000006,4.893020000000008,2.50562000000001,5.607420000000009,1.9134000000000115,1.3834000000000175,246.4800353536592,276.59315598248406,327.40819095962786,335.90305749493467,338.8954621965908,385.0749641160273,73.13449255094316,89.33915418379527,103.26812149661065,103.26812149661065,105.41103954473608,139.69772831474313,55.21473495753143,535.2794600341776,259.0,308.3359999999997,12.806791128147598,136.113
32,32,32,32,5ndf,1.14834,6.786000000000009,6.454120000000012,8.022420000000015,5.561520000000008,1.8296,0.4738000000000096,388.2897558784459,433.0461414585475,457.68125441093713,498.7638364091896,609.9866715666192,676.3851119461825,35.46879468732921,35.46879468732921,35.46879468732921,69.75548345733625,110.47092637171964,142.61469709360125,20.39351048070138,165.88519016186586,226.0,286.2389999999998,12.478179769902342,144.08499999999998
33,33,33,33,2w9h,-0.2790999999999999,7.610900000000014,7.524800000000009,9.281799999999995,5.610100000000025,5.561200000000043,4.269900000000038,362.8822132571328,427.56685201230965,455.9580531413313,509.0227700513401,595.9672138190099,647.8781996765438,45.02340838928615,82.52447423148136,82.52447423148136,86.81031032773224,112.5917150411932,127.79130578593823,71.04603715306033,516.6541132971402,267.0,290.32299999999964,11.689028019044185,152.11199999999997
34,34,34,34,2j47,-2.626089999999998,10.553210000000004,10.01144000000001,10.374340000000007,5.177620000000016,1.6436400000000313,-1.626460000000018,443.3207453648541,471.5787429653635,518.3592189930612,540.4458719848589,544.6933052525122,610.3725973745568,96.1445978537076,96.1445978537076,120.7881554071502,120.7881554071502,120.7881554071502,150.78900808090634,108.17887063714298,598.6063275772143,302.0,360.3699999999997,13.384452788963769,152.112
35,35,35,35,4e6q,-0.4256399999999971,0.1633000000000083,-3.892900000000007,-6.476600000000024,-12.664299999999916,-15.5559999999999,-14.747599999999922,469.1425760925815,555.614536891522,620.1510684026381,694.538327572868,815.3478960755448,942.9046631203364,144.27173642192253,203.2019827453721,221.5495624263497,228.11109284263733,287.0413391660869,302.24092991083205,31.630811473403472,168.83578654848804,305.0,331.42299999999966,13.442935954991379,160.13499999999996
36,36,36,36,6gxg,1.9884,5.445720000000006,5.112720000000007,4.275120000000002,4.813400000000003,1.7832999999999988,0.9002000000000074,356.19373736489865,390.3621514546834,455.0383456088075,514.6798485090299,630.1795222413505,752.6790665297289,64.6187532740459,90.33376985155118,103.1912781403038,108.54857326061742,159.978606415628,225.337606883454,161.4494623969269,442.55730065092,205.0,260.2929999999999,10.98666384895797,122.10599999999997
37,37,37,37,3jup,0.0462400000000001,11.050539999999996,14.534419999999953,16.016919999999956,11.960320000000008,10.842630000000018,6.025910000000051,219.07294440655988,241.87273893072245,255.8355474796023,305.74641952467226,321.88666594175515,352.93253799580145,27.029898766738768,29.21707557216798,34.685017585741015,40.064442084706506,40.064442084706506,59.350704517835474,14.666211144018586,452.1499904558384,231.0,300.17599999999976,9.839273547879435,98.08399999999999
38,38,38,38,3jrs,2.812500000000001,12.374119999999984,9.682300000000003,10.641999999999998,9.803220000000003,8.450220000000012,4.936440000000021,324.2311611409056,354.9248229593725,419.4220342968364,474.6356005819006,537.1508816451793,636.7093602709488,15.000426336878084,32.143770721881616,33.237359124596225,37.5231952208471,61.09529375022694,69.66696594272871,6.795893228245438,504.219940901644,252.0,266.3369999999999,11.193319722941897,140.09699999999998
39,40,40,40,4dew,0.8171799999999998,3.319100000000004,0.8807000000000106,-4.359699999999976,-6.535699999999988,-1.364299999999966,-8.323200000000035,287.74787078750853,332.85591368288243,380.7330443077246,423.8288594093624,462.7510812370767,492.9090638089948,7.500213168439043,40.715442914383374,62.166752774289655,66.45258887054054,80.3815561833559,95.38198252023398,39.191594548203724,477.74249748622447,226.0,286.2389999999998,11.752871442332724,144.08499999999998
40,41,41,41,1q8t,0.4215500000000016,3.463500000000005,2.1740000000000137,3.252900000000012,1.0539200000000133,-6.832780000000049,-8.75728000000002,287.1659598634694,388.01138563659646,433.5104939854892,461.4991188655093,509.3985547981919,562.2382331432387,109.53151477007262,153.46133475664416,165.24738402133408,166.31884304539682,186.6765645025885,194.1767776710276,27.763686846023035,493.704213475989,246.0,248.35000000000016,13.140886662246198,134.117
41,42,42,42,4m8e,4.855840000000005,20.601900000000008,15.127899999999975,9.10060000000002,4.681700000000045,4.179639999999962,6.531739999999988,261.5541383214492,290.3034810129802,331.069905692946,353.51586891972005,431.9902396013052,482.43813549458,19.749521685827325,19.749521685827325,39.411983556038365,53.36308024750562,110.1504085228298,130.5081299800215,0.0,595.4410850141282,309.0,308.42099999999954,13.51566475982592,172.14199999999997
42,43,43,43,5flq,2.02448,5.762770000000012,7.942470000000013,11.946199999999992,8.538100000000009,6.465000000000017,5.467040000000035,237.5533380585606,274.79754728539825,303.6800935054414,358.49414973593406,404.6426504190652,461.78319423961767,29.06216992160477,29.06216992160477,29.06216992160477,30.133628945667496,39.88740705549141,39.88740705549141,106.91091127578352,475.9029818902119,222.0,242.2740000000001,11.913438000006547,148.11999999999998
43,45,45,45,3vf5,1.4607800000000022,6.132400000000035,1.9019999999999773,-1.7822000000000702,-3.354500000000095,-4.444300000000103,-17.618799999999776,741.8621734659301,824.6659478506863,898.501694147393,1063.42575801919,1108.772247796971,1246.8712321766732,256.521294324028,270.5166497727989,316.8106815940148,354.31174743621,364.0212667887301,376.8787750774828,53.53672235665481,838.098380161417,530.0,601.7220000000018,18.34340258975962,236.21099999999996
44,46,46,46,4ufl,-2.5752999999999986,2.4257200000000063,5.150540000000007,7.743140000000011,10.106919999999995,4.044190000000013,1.3529400000000045,224.1102745982908,233.6987295363121,277.380690428886,322.4132220032381,373.7088326917868,411.5685930167983,70.82694248139897,71.92053088411357,71.92053088411357,79.57564970311583,87.23076852211808,93.6595226664944,12.742299802960195,349.23864078734005,156.0,174.22000000000014,7.122096034876249,76.05399999999999
45,47,47,47,3u90,3.726700000000003,4.352500000000005,1.144400000000002,-1.3381999999999958,-0.5354999999999879,-4.614800000000008,-5.778900000000015,370.9645761106527,440.8882353059209,478.7774009381699,546.5138079297851,587.0419239574201,647.2224613251453,50.69051481072616,84.9772035807332,102.12054796573672,132.12140063949292,133.21498904220752,178.371173703405,220.5810219776185,537.5570644425477,252.0,266.4029999999999,10.040863114792474,132.14299999999997
46,48,48,48,6qqu,-0.5064299999999995,-4.536100000000024,-2.660699999999996,-4.245000000000004,-6.094800000000002,-7.964430000000047,-11.63920000000004,245.2236119205239,301.6478726160579,327.8781606542344,376.77169703347766,482.0547229607653,530.475462212014,56.85371641127984,56.85371641127984,67.56830665190702,111.49812663847857,162.0558651772934,162.0558651772934,19.734542572055,272.4539945640441,191.0,221.22300000000007,11.314696367998565,112.09099999999998
47,49,49,49,1q1g,-3.0382399999999965,-1.1694799999999854,-1.8498799999999755,0.3433200000000061,-3.937910000000079,-6.346530000000108,-8.151799999999756,252.95253303414407,291.161437400305,301.2604765427584,332.15866860934466,354.5086624637368,364.927440340102,58.41129291618845,71.26880120494108,75.55463730119197,75.55463730119197,79.84047339744284,79.84047339744284,13.1009314539234,293.30590111201604,259.0,296.3519999999997,9.912808959623904,100.07599999999998
48,50,50,50,6ex1,-1.0140199999999977,6.582970000000009,10.689019999999998,10.091099999999996,10.622239999999998,8.296230000000007,2.104559999999995,295.77976709664114,350.2538653029035,391.6123042688823,454.80701129216783,510.0620466002594,554.7376806827932,19.596073734255384,52.96620913076292,52.96620913076292,56.246974338906746,60.53281043515763,84.2376852364488,115.67218486811473,562.7597752228467,309.0,360.4589999999997,11.949566221834164,156.16899999999998
49,51,51,51,4zae,2.4633900000000004,-1.852659999999984,-6.262960000000014,-5.395500000000023,-7.850500000000043,-9.854999999999954,-9.981399999999953,617.135126888821,678.1524463093859,759.3052132237154,831.7335511443554,869.4822373195065,1021.032176840224,128.11230115691146,166.68482602316942,193.7368541685601,194.8083131926228,201.259196715651,228.0678016958709,143.13074766925052,424.4664519215939,418.0,504.40099999999967,16.071896702318618,172.146
50,52,52,52,4q7s,1.4786,5.557540000000006,8.104800000000012,8.417220000000007,7.034800000000011,7.072840000000013,7.989640000000015,163.57433513685007,191.60739470336244,212.099865352652,258.4574578764351,296.05980866578216,313.407683298905,18.303320923673795,18.303320923673795,22.655545155880336,28.012840276193938,28.012840276193938,28.012840276193938,28.033059566512435,300.82838188918373,121.0,141.19500000000005,6.568563961019182,78.05
51,53,53,53,1f0u,0.7874900000000027,-5.342899999999993,-6.16110000000002,-7.8373000000000435,-10.777799999999996,-13.778699999999928,-13.89429999999989,542.1357221068541,592.075898928197,664.2794370449166,757.9686791779139,879.9798440387359,954.4410186009192,167.677983991934,186.98637580371488,203.390201844434,264.5740131092685,328.8615545530317,347.16487547670545,263.11848810011907,807.323765783452,438.0,459.56999999999965,16.881722998852933,200.15599999999998
52,54,54,54,1i2s,-1.2484999999999995,-5.023399999999993,-6.005399999999994,-9.36278000000002,-12.023780000000018,-11.67358000000002,-10.854300000000029,171.61605834780312,195.17629422332303,256.564271311529,300.086036111511,337.40218781011595,382.7831220097512,51.43003315501058,56.87584578993173,56.87584578993173,76.16210822306068,104.0421722273433,104.0421722273433,51.37418820400037,344.61230631292256,158.0,192.12300000000005,7.290112481985447,60.05499999999999
53,55,55,55,1b51,-4.5322000000000005,0.264870000000018,3.139370000000021,-0.7358800000000156,-7.157410000000041,-5.036540000000009,-7.417359999999953,314.8880771555002,323.60788172480403,329.5542882995188,367.9851650362117,385.3400642705079,398.7512468485292,113.81735086632348,113.81735086632348,113.81735086632348,127.7463181791388,137.45583753165897,139.5987555797844,8.31129699337224,674.0810553276696,356.0,364.4669999999994,12.814833900601284,212.17099999999996
54,56,56,56,1hi5,-3.4899499999999968,-3.699059999999992,-1.8893299999999889,-4.866800000000017,-3.1887800000000226,-6.093060000000041,-5.420280000000069,349.4766352804054,366.5107025065464,445.68994604863207,477.1178106366136,545.0594892922145,683.4474247978227,95.06292237033544,97.20584041846088,130.4210701644052,132.60824696983445,159.54962822196563,183.43153805247192,213.4986908975894,580.5918321157408,313.0,427.20299999999986,12.101889361170015,226.02399999999997
55,57,57,57,5kad,-1.8438399999999984,2.916120000000003,-1.7615999999999978,-2.616399999999995,-5.885800000000014,-8.203800000000026,-10.938299999999996,328.2056151397032,358.41396372504363,388.59587266661146,417.0950063528399,443.881481954408,472.9296026736658,90.24002472676808,102.026073991458,102.026073991458,104.19112141823533,130.9775970198033,140.6207282363678,66.39009630947533,448.5241275778832,213.0,271.2739999999998,10.561600502291311,98.08399999999999
56,58,58,58,2fle,2.829140000000006,2.261600000000008,4.143300000000039,2.013699999999988,-0.2399000000000512,-11.720199999999831,-18.329699999999725,1062.674628348458,1156.5315938300446,1217.2591327442424,1268.8316434092787,1397.1201250822032,1478.5646956885687,273.5668723456518,327.13982354878783,349.64046305410494,367.89952522047497,376.4933267916287,433.3027844456048,123.60313552210214,1078.832367153437,796.0,801.0460000000023,20.198660771694744,300.24000000000007
57,59,59,59,1c84,-0.2198000000000002,-0.1243799999999898,-1.165879999999989,-3.4211999999999883,-5.846300000000016,-8.865400000000035,-12.652999999999972,341.16780129567354,358.1160653432597,381.7475274074218,417.7841084182195,445.387523773427,577.5889219282506,71.85414274815794,71.85414274815794,85.78311006097329,85.78311006097329,104.0421722273433,160.05617862143046,64.65261964285158,451.6597135063192,217.0,259.2169999999999,10.466060567854555,110.09499999999998
58,60,60,60,1d3d,2.8808000000000016,4.327920000000008,4.444140000000009,0.9297200000000144,-3.208080000000006,-6.956200000000054,-8.03850000000003,668.4541612921951,706.1897156100542,751.170410905622,808.9600831666299,915.35833678683,1029.093390492,207.18919161034336,207.18919161034336,236.1628440173406,269.80874841698017,308.3812732832381,373.8287912656717,245.773880723356,921.5550528978129,518.0,593.6310000000016,17.969955020811824,222.20399999999995
59,61,61,61,5j41,-1.7443599999999932,3.467820000000009,3.0492000000000097,2.018400000000025,5.140520000000013,-0.4428799999999653,-3.3840800000000293,613.4539845465334,700.8143877479093,762.8353580567017,877.0690453478494,999.0222289746564,1115.3837295364513,133.32563593546695,165.46940665734857,190.11296421079115,192.25588225891656,270.52710499315015,284.50033106326924,157.8022995207802,821.6755412019581,472.0,546.5750000000015,15.771573959817703,220.212
60,62,62,62,6nco,3.389550000000001,7.443300000000009,3.9376000000000015,4.1350000000000025,1.1538000000000128,-1.487299999999985,0.4679000000000204,447.2801699843969,504.4335943348292,560.5914479733387,651.6609159925077,719.1672201718034,808.9240930811904,174.93550284469796,180.403444858271,180.403444858271,184.73353971182567,203.2360250433664,204.32961344608103,188.82065122318104,597.9090573709353,325.0,342.8699999999995,12.959489772749546,132.12099999999998
61,63,63,63,3rdo,0.7968000000000001,3.133620000000003,6.464900000000008,0.9456000000000212,0.9608000000000184,-3.458500000000045,-9.101799999999995,220.60350321464765,287.6949538008516,408.3975322241179,475.42827467388366,604.706270068095,674.7587471285309,50.38070350959974,63.23821179835238,105.24640752331736,114.91166811853373,162.05586517729338,182.4799747704408,27.627517654045835,450.14400814829776,213.0,244.31600000000012,10.495329907630344,110.09499999999998
62,64,64,64,2hs1,1.3443800000000006,6.387100000000012,3.6381999999999968,1.28349999999999,-2.256100000000055,-5.112799999999954,-11.865299999999865,660.6937488538149,755.1681880882796,851.0534788843598,926.8882080201752,1031.000098471687,1203.5886054094815,207.3669554890541,221.4065696951289,309.2883390469239,335.0033556244292,361.81196060464913,403.62099192174713,32.63863439667507,779.0273779207158,493.0,547.6740000000017,17.11461364740671,222.20799999999997
63,65,65,65,1w13,-2.082549999999994,-8.349080000000042,-8.883980000000044,-11.110759999999964,-13.671899999999908,-9.38609999999999,-9.268029999999932,490.440073576168,536.9211935230903,569.2724601565563,628.4430508843758,736.8694664562512,813.6149558687125,160.1556414448431,171.09152547198917,185.02049278480453,202.2080959271118,202.2080959271118,246.31495094289843,143.67769895024048,725.3395072583114,417.0,476.5589999999997,12.673569757570279,150.11999999999998
